"GID","SYMBOL","GENENAME"
106887139,"RASGEF1A","RasGEF domain family member 1A"
106891539,"RASGEF1C","RasGEF domain family member 1C"
106894168,"RASGRF1","Ras protein specific guanine nucleotide releasing factor 1"
106898931,"RASGRF2","Ras protein specific guanine nucleotide releasing factor 2"
106887979,"RASGRP1","RAS guanyl releasing protein 1"
106893093,"RASGRP3","RAS guanyl releasing protein 3"
106894351,"RASL10B","RAS like family 10 member B"
106902400,"RASL11A","RAS like family 11 member A"
106890050,"RASL11B","RAS like family 11 member B"
106890329,"RASL12","RAS like family 12"
106894711,"RASSF1","Ras association domain family member 1"
106894076,"RASSF10","Ras association domain family member 10"
106889930,"RASSF2","Ras association domain family member 2"
106901478,"RASSF3","Ras association domain family member 3"
106891775,"RASSF5","Ras association domain family member 5"
106885867,"RASSF6","Ras association domain family member 6"
106896789,"RASSF8","Ras association domain family member 8"
106901509,"RASSF9","Ras association domain family member 9"
106885250,"RAVER2","ribonucleoprotein, PTB binding 2"
106899751,"RAX","retina and anterior neural fold homeobox"
106892103,"RAX2","retina and anterior neural fold homeobox 2"
106902505,"RB1","RB transcriptional corepressor 1"
106885089,"RB1CC1","RB1 inducible coiled-coil 1"
106890625,"RBBP4","RB binding protein 4, chromatin remodeling factor"
106895821,"RBBP5","RB binding protein 5, histone lysine methyltransferase complex subunit"
106884781,"RBBP6","RB binding protein 6, ubiquitin ligase"
106898725,"RBBP7","RB binding protein 7, chromatin remodeling factor"
106886097,"RBBP8","RB binding protein 8, endonuclease"
106896055,"RBBP8NL","RBBP8 N-terminal like"
106884820,"RBFOX1","RNA binding fox-1 homolog 1"
106901199,"RBFOX2","RNA binding fox-1 homolog 2"
106894521,"RBFOX3","RNA binding fox-1 homolog 3"
106902208,"RBIS","ribosomal biogenesis factor"
106893328,"RBKS","ribokinase"
106888344,"RBL2","RB transcriptional corepressor like 2"
106891116,"RBM11","RNA binding motif protein 11"
106899376,"RBM12","RNA binding motif protein 12"
106902181,"RBM12B","RNA binding motif protein 12B"
106899079,"RBM14","RNA binding motif protein 14"
106894293,"RBM15","RNA binding motif protein 15"
106894668,"RBM15B","RNA binding motif protein 15B"
106892160,"RBM17","RNA binding motif protein 17"
106888557,"RBM18","RNA binding motif protein 18"
106899531,"RBM19","RNA binding motif protein 19"
106898222,"RBM20","RNA binding motif protein 20"
106891252,"RBM22","RNA binding motif protein 22"
106887437,"RBM24","RNA binding motif protein 24"
106887924,"RBM25","RNA binding motif protein 25"
106895862,"RBM26","RNA binding motif protein 26"
106891457,"RBM27","RNA binding motif protein 27"
106889699,"RBM33","RNA binding motif protein 33"
106892919,"RBM34","RNA binding motif protein 34"
106889070,"RBM38","RNA binding motif protein 38"
106899373,"RBM39","RNA binding motif protein 39"
106895529,"RBM41","RNA binding motif protein 41"
106900239,"RBM42","RNA binding motif protein 42"
106893406,"RBM43","RNA binding motif protein 43"
106893598,"RBM44","RNA binding motif protein 44"
106895349,"RBM45","RNA binding motif protein 45"
106888854,"RBM46","RNA binding motif protein 46"
106897287,"RBM47","RNA binding motif protein 47"
106886963,"RBM48","RNA binding motif protein 48"
106898292,"RBM5","RNA binding motif protein 5"
106894700,"RBM6","RNA binding motif protein 6"
106892434,"RBM7","RNA binding motif protein 7"
106898373,"RBM8A","RNA binding motif protein 8A"
106895229,"RBMS1","RNA binding motif single stranded interacting protein 1"
106885599,"RBMS3","RNA binding motif single stranded interacting protein 3"
106895618,"RBMX","RNA binding motif protein X-linked"
106896227,"RBMX2","RNA binding motif protein X-linked 2"
106899032,"RBP1","retinol binding protein 1"
106899013,"RBP2","retinol binding protein 2"
106897453,"RBP3","retinol binding protein 3"
106902507,"RBP4","retinol binding protein 4"
106896817,"RBP5","retinol binding protein 5"
106887705,"RBP7","retinol binding protein 7"
106885155,"RBPJ","recombination signal binding protein for immunoglobulin kappa J region"
106887602,"RBPJL","recombination signal binding protein for immunoglobulin kappa J region like"
106899189,"RBPMS","RNA binding protein, mRNA processing factor"
106899695,"RBPMS2","RNA binding protein, mRNA processing factor 2"
106890746,"RBSN","rabenosyn, RAB effector"
106901524,"RBX1","ring-box 1"
106891710,"RC3H1","ring finger and CCCH-type domains 1"
106888558,"RC3H2","ring finger and CCCH-type domains 2"
106885772,"RCAN1","regulator of calcineurin 1"
106897503,"RCAN2","regulator of calcineurin 2"
106891848,"RCAN3","RCAN family member 3"
106902484,"RCBTB1","RCC1 and BTB domain containing protein 1"
106902552,"RCBTB2","RCC1 and BTB domain containing protein 2"
106898497,"RCC1","regulator of chromosome condensation 1"
106894619,"RCC1L","RCC1 like"
106899078,"RCC2","regulator of chromosome condensation 2"
106894209,"RCCD1","RCC1 domain containing 1"
106899187,"RCHY1","ring finger and CHY zinc finger domain containing 1"
106894875,"RCL1","RNA terminal phosphate cyclase like 1"
106892245,"RCN1","reticulocalbin 1"
106889559,"RCN2","reticulocalbin 2"
106897176,"RCOR1","REST corepressor 1"
106893133,"RCOR3","REST corepressor 3"
106891121,"RCSD1","RCSD domain containing 1"
106900276,"RCVRN","recoverin"
106893268,"RD3","RD3 regulator of GUCY2D"
106897079,"RD3L","RD3 like"
106893711,"RDH10","retinol dehydrogenase 10"
106888002,"RDH12","retinol dehydrogenase 12"
106896690,"RDH14","retinol dehydrogenase 14"
106899347,"RDH8","retinol dehydrogenase 8"
106896465,"RDM1","RAD52 motif containing 1"
106902462,"RDX","radixin"
106894861,"REC114","REC114 meiotic recombination protein"
106887467,"RECK","reversion inducing cysteine rich protein with kazal motifs"
106898353,"RECQL","RecQ like helicase"
106896273,"RECQL4","RecQ like helicase 4"
106894147,"RECQL5","RecQ like helicase 5"
106884533,"REEP1","receptor accessory protein 1"
106891477,"REEP2","receptor accessory protein 2"
106887138,"REEP3","receptor accessory protein 3"
106893477,"REEP5","receptor accessory protein 5"
106895892,"REEP6","receptor accessory protein 6"
106888815,"REG4","regenerating family member 4"
106902686,"REL","REL proto-oncogene, NF-kB subunit"
106899215,"RELB","RELB proto-oncogene, NF-kB subunit"
106887463,"RELCH","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
106898339,"RELL1","RELT like 1"
106896064,"RELL2","RELT like 2"
106901042,"RELN","reelin"
106895805,"REN","renin"
106896777,"REP15","RAB15 effector protein"
106886540,"REPS1","RALBP1 associated Eps domain containing 1"
106898751,"REPS2","RALBP1 associated Eps domain containing 2"
106889140,"RER1","retention in endoplasmic reticulum sorting receptor 1"
106887729,"RERE","arginine-glutamic acid dipeptide repeats"
106885368,"RERG","RAS like estrogen regulated growth inhibitor"
106885219,"RERGL","RERG like"
106885319,"RESF1","retroelement silencing factor 1"
106889685,"REST","RE1 silencing transcription factor"
106887158,"RET","ret proto-oncogene"
106887449,"RETREG1","reticulophagy regulator 1"
106895332,"RETREG2","reticulophagy regulator family member 2"
106898010,"RETREG3","reticulophagy regulator family member 3"
106897829,"RETSAT","retinol saturase"
106898790,"REV1","REV1 DNA directed polymerase"
106901586,"REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit"
106885724,"REX1BD","required for excision 1-B domain containing"
106897366,"REXO1","RNA exonuclease 1 homolog"
106892435,"REXO2","RNA exonuclease 2"
106888506,"REXO4","REX4 homolog, 3'-5' exonuclease"
106884853,"REXO5","RNA exonuclease 5"
106897268,"RFC1","replication factor C subunit 1"
106894609,"RFC2","replication factor C subunit 2"
106902618,"RFC3","replication factor C subunit 3"
106886697,"RFC4","replication factor C subunit 4"
106902639,"RFC5","replication factor C subunit 5"
106885014,"RFESD","Rieske Fe-S domain containing"
106894550,"RFFL","ring finger and FYVE like domain containing E3 ubiquitin protein ligase"
106894368,"RFLNB","refilin B"
106892533,"RFNG","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
106894722,"RFT1","RFT1 homolog"
106885584,"RFTN1","raftlin, lipid raft linker 1"
106895173,"RFTN2","raftlin family member 2"
106899082,"RFWD3","ring finger and WD repeat domain 3"
106899742,"RFX2","regulatory factor X2"
106901906,"RFX3","regulatory factor X3"
106901086,"RFX4","regulatory factor X4"
106899139,"RFX5","regulatory factor X5"
106901632,"RFX6","regulatory factor X6"
106889531,"RFX7","regulatory factor X7"
106897235,"RFX8","regulatory factor X8"
106885575,"RFXANK","regulatory factor X associated ankyrin containing protein"
106902343,"RFXAP","regulatory factor X associated protein"
106902332,"RGCC","regulator of cell cycle"
106891632,"RGL1","ral guanine nucleotide dissociation stimulator like 1"
106889584,"RGMA","repulsive guidance molecule BMP co-receptor a"
106893463,"RGMB","repulsive guidance molecule BMP co-receptor b"
106894072,"RGP1","RGP1 homolog, RAB6A GEF complex partner 1"
106887051,"RGR","retinal G protein coupled receptor"
106888912,"RGS1","regulator of G protein signaling 1"
106889898,"RGS10","regulator of G protein signaling 10"
106884714,"RGS11","regulator of G protein signaling 11"
106884532,"RGS12","regulator of G protein signaling 12"
106888914,"RGS13","regulator of G protein signaling 13"
106891604,"RGS14","regulator of G protein signaling 14"
106888807,"RGS16","regulator of G protein signaling 16"
106893327,"RGS17","regulator of G protein signaling 17"
106895452,"RGS19","regulator of G protein signaling 19"
106888910,"RGS2","regulator of G protein signaling 2"
106885070,"RGS20","regulator of G protein signaling 20"
106902042,"RGS22","regulator of G protein signaling 22"
106893986,"RGS3","regulator of G protein signaling 3"
106888939,"RGS4","regulator of G protein signaling 4"
106888934,"RGS5","regulator of G protein signaling 5"
106887977,"RGS6","regulator of G protein signaling 6"
106893175,"RGS7","regulator of G protein signaling 7"
106901981,"RGS7BP","regulator of G protein signaling 7 binding protein"
106888947,"RGS8","regulator of G protein signaling 8"
106893928,"RGS9","regulator of G protein signaling 9"
106888234,"RGS9BP","regulator of G protein signaling 9 binding protein"
106885812,"RHAG","Rh associated glycoprotein"
106899011,"RHBDD1","rhomboid domain containing 1"
106894536,"RHBDD2","rhomboid domain containing 2"
106884855,"RHBDF1","rhomboid 5 homolog 1"
106894770,"RHBDF2","rhomboid 5 homolog 2"
106899879,"RHBDL1","rhomboid like 1"
106895033,"RHBDL3","rhomboid like 3"
106899453,"RHBG","Rh family B glycoprotein"
106891887,"RHCE","Rh blood group CcEe antigens"
106889407,"RHCG","Rh family C glycoprotein"
106889730,"RHEB","Ras homolog, mTORC1 binding"
106895812,"RHEX","regulator of hemoglobinization and erythroid cell expansion"
106886861,"RHNO1","RAD9-HUS1-RAD1 interacting nuclear orphan 1"
106890701,"RHO","rhodopsin"
106898284,"RHOA","ras homolog family member A"
106887157,"RHOBTB1","Rho related BTB domain containing 1"
106891048,"RHOBTB2","Rho related BTB domain containing 2"
106895378,"RHOBTB3","Rho related BTB domain containing 3"
106891802,"RHOC","ras homolog family member C"
106891898,"RHOD","ras homolog family member D"
106900801,"RHOF","ras homolog family member F, filopodia associated"
106899663,"RHOG","ras homolog family member G"
106897258,"RHOH","ras homolog family member H"
106902808,"RHOJ","ras homolog family member J"
106892903,"RHOQ","ras homolog family member Q"
106894262,"RHOT1","ras homolog family member T1"
106899882,"RHOT2","ras homolog family member T2"
106892925,"RHOU","ras homolog family member U"
106892717,"RHOV","ras homolog family member V"
106902287,"RHPN1","rhophilin Rho GTPase binding protein 1"
106888302,"RHPN2","rhophilin Rho GTPase binding protein 2"
106885885,"RIBC2","RIB43A domain with coiled-coils 2"
106894916,"RIC1","RIC1 homolog, RAB6A GEF complex partner 1"
106895428,"RIC3","RIC3 acetylcholine receptor chaperone"
106900955,"RIC8B","RIC8 guanine nucleotide exchange factor B"
106891210,"RICTOR","RPTOR independent companion of MTOR complex 2"
106902072,"RIDA","reactive intermediate imine deaminase A homolog"
106893402,"RIF1","replication timing regulatory factor 1"
106899182,"RIGI","RNA sensor RIG-I"
106894418,"RILP","Rab interacting lysosomal protein"
106899855,"RILPL1","Rab interacting lysosomal protein like 1"
106899903,"RILPL2","Rab interacting lysosomal protein like 2"
106901246,"RIMBP2","RIMS binding protein 2"
106886881,"RIMKLB","ribosomal modification protein rimK like family member B"
106901848,"RIMOC1","RAB7A interacting MON1-CCZ1 complex subunit 1"
106892273,"RIMS1","regulating synaptic membrane exocytosis 1"
106902210,"RIMS2","regulating synaptic membrane exocytosis 2"
106890527,"RIMS3","regulating synaptic membrane exocytosis 3"
106889079,"RIMS4","regulating synaptic membrane exocytosis 4"
106900425,"RIN2","Ras and Rab interactor 2"
106897032,"RIN3","Ras and Rab interactor 3"
106899803,"RING1","ring finger protein 1"
106901462,"RINT1","RAD50 interactor 1"
106887513,"RIOK1","RIO kinase 1"
106895397,"RIOK2","RIO kinase 2"
106886072,"RIOK3","RIO kinase 3"
106887880,"RIOX1","ribosomal oxygenase 1"
106891051,"RIOX2","ribosomal oxygenase 2"
106887276,"RIPK1","receptor interacting serine/threonine kinase 1"
106902189,"RIPK2","receptor interacting serine/threonine kinase 2"
106885785,"RIPK4","receptor interacting serine/threonine kinase 4"
106890920,"RIPOR1","RHO family interacting cell polarization regulator 1"
106886023,"RIPOR2","RHO family interacting cell polarization regulator 2"
106889075,"RIPOR3","RIPOR family member 3"
106895473,"RIPPLY1","ripply transcriptional repressor 1"
106901631,"RIPPLY2","ripply transcriptional repressor 2"
106885643,"RIPPLY3","ripply transcriptional repressor 3"
106899490,"RIT1","Ras like without CAAX 1"
106892285,"RIT2","Ras like without CAAX 2"
106889409,"RLBP1","retinaldehyde binding protein 1"
106892173,"RLF","RLF zinc finger"
106895732,"RLIM","ring finger protein, LIM domain interacting"
106886002,"RMC1","regulator of MON1-CCZ1"
106902216,"RMDN1","regulator of microtubule dynamics 1"
106892880,"RMDN2","regulator of microtubule dynamics 2"
106887242,"RMDN3","regulator of microtubule dynamics 3"
106884762,"RMI1","RecQ mediated genome instability 1"
106893139,"RMND1","required for meiotic nuclear division 1 homolog"
106884556,"RMND5A","required for meiotic nuclear division 5 homolog A"
106896658,"RNASEH1","ribonuclease H1"
106902560,"RNASEH2B","ribonuclease H2 subunit B"
106898202,"RNASEH2C","ribonuclease H2 subunit C"
106896301,"RNASEK","ribonuclease K"
106888799,"RNASEL","ribonuclease L"
106893387,"RNASET2","ribonuclease T2"
106898104,"RND2","Rho family GTPase 2"
106893407,"RND3","Rho family GTPase 3"
106900175,"RNF10","ring finger protein 10"
106886204,"RNF11","ring finger protein 11"
106889511,"RNF111","ring finger protein 111"
106889112,"RNF114","ring finger protein 114"
106898369,"RNF115","ring finger protein 115"
106898317,"RNF121","ring finger protein 121"
106897654,"RNF122","ring finger protein 122"
106894695,"RNF123","ring finger protein 123"
106885067,"RNF125","ring finger protein 125"
106897789,"RNF126","ring finger protein 126"
106895753,"RNF128","ring finger protein 128"
106890292,"RNF13","ring finger protein 13"
106891317,"RNF130","ring finger protein 130"
106885101,"RNF138","ring finger protein 138"
106902050,"RNF139","ring finger protein 139"
106891420,"RNF14","ring finger protein 14"
106902761,"RNF141","ring finger protein 141"
106896705,"RNF144A","ring finger protein 144A"
106887517,"RNF144B","ring finger protein 144B"
106891439,"RNF145","ring finger protein 145"
106895949,"RNF146","ring finger protein 146"
106897229,"RNF149","ring finger protein 149"
106892655,"RNF150","ring finger protein 150"
106887354,"RNF152","ring finger protein 152"
106894566,"RNF157","ring finger protein 157"
106898540,"RNF165","ring finger protein 165"
106888357,"RNF166","ring finger protein 166"
106900836,"RNF168","ring finger protein 168"
106896285,"RNF169","ring finger protein 169"
106902313,"RNF17","ring finger protein 17"
106897494,"RNF170","ring finger protein 170"
106888659,"RNF175","ring finger protein 175"
106901814,"RNF180","ring finger protein 180"
106887296,"RNF182","ring finger protein 182"
106900010,"RNF185","ring finger protein 185"
106893831,"RNF186","ring finger protein 186"
106902266,"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase"
106890533,"RNF19B","ring finger protein 19B"
106891959,"RNF2","ring finger protein 2"
106893792,"RNF20","ring finger protein 20"
106893796,"RNF207","ring finger protein 207"
106892531,"RNF208","ring finger protein 208"
106902919,"RNF212","ring finger protein 212"
106892719,"RNF213","ring finger protein 213"
106892429,"RNF214","ring finger protein 214"
106885705,"RNF215","ring finger protein 215"
106884897,"RNF216","ring finger protein 216"
106902654,"RNF217","ring finger protein 217"
106886217,"RNF220","ring finger protein 220"
106900566,"RNF222","ring finger protein 222"
106887695,"RNF223","ring finger protein 223"
106892491,"RNF224","ring finger protein 224"
106902862,"RNF24","ring finger protein 24"
106895341,"RNF25","ring finger protein 25"
106886791,"RNF26","ring finger protein 26"
106889684,"RNF32","ring finger protein 32"
